"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_off.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp16_dst_fp32_sparsity_on.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp64.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp64.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp64.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_fp64.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int1.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int1.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int1.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int1.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_off.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_off.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_off.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_off.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_on.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_on.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_on.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int4_sparsity_on.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_off.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_off.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_off.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_off.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_on.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_on.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_on.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_int8_sparsity_on.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_off.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.avg","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.max","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.min","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__ops_path_tensor_src_tf32_dst_fp32_sparsity_on.sum","","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.avg","inst","253345.19",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.max","inst","342016",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.min","inst","171008",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__sass_thread_inst_executed_ops_fadd_fmul_ffma_pred_on.sum","inst","27361280",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","sm__cycles_elapsed.avg","cycle","17304.54",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","491520",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","26214400",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","655360",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","1.59",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.26",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","17325",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","Memory Throughput","%","30.86",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","DRAM Throughput","%","4.37",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","Duration","us","13.76",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","40.51",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","10.77",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","13182.76",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","23.15",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.4 full waves across all SMs. Look at Launch Statistics for more details.","",""
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 2:1. The kernel achieved 22% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","PM Sampling","Maximum Buffer Size","Mbyte","1.05",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","PM Sampling","Dropped Samples","sample","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","PM Sampling","Maximum Sampling Interval","cycle","20000",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","PM Sampling","# Pass Groups","","4",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","PmSampling","","","","PMSamplingData","WRN","Sampling interval is 1.2x of the workload duration, which likely results in no or very few collected samples.","",""
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.09",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.83",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Compute Workload Analysis","Issue Slots Busy","%","27.48",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.10",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Compute Workload Analysis","SM Busy","%","30.39",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","FMA is the highest-utilized pipeline (30.4%) based on active cycles, taking into account the rates of its different instructions. It executes 32-bit floating point (FADD, FMUL, FMAD, ...) and integer (IMUL, IMAD) operations. It is well-utilized, but should not be a bottleneck.","",""
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Memory Workload Analysis","Memory Throughput","Gbyte/s","88.71",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Memory Workload Analysis","Mem Busy","%","30.86",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Memory Workload Analysis","Max Bandwidth","%","14.22",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Memory Workload Analysis","L1/TEX Hit Rate","%","13.02",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","3795418","python3.11","127.0.0.1","ampere_sgemm_32x32_sliced1x4_tn","1","7","(128, 1, 1)","(8, 4, 5)","0","8.0","Memory Workload Analysis","L2 Compression Ratio","","0",
